"","CD31p_1","CD31p_2","CD31p_3","CD31p_4","Huv_c_1","Huv_c_2","Huv_c_3","Huv_c_4","Huv_ins_1","Huv_ins_2","Huv_ins_3","Huv_ins_4"
"Q13217",16.1064,15.96424,15.69152,16.10099,16.02603,15.92384,15.89899,16.10326,16.09096,16.08014,15.7854,15.70633
"Q13557",16.8565,17.27986,16.62693,16.85861,15.5773,15.94653,15.65606,15.60014,16.39775,16.40092,16.34027,16.32389
"Q13838",17.38191,17.23561,17.49091,17.33198,17.73905,17.90321,17.56,17.59015,17.22076,17.33819,17.42743,17.51567
"Q15643",15.13522,15.13733,14.9109,15.31948,14.49758,14.6631,14.6837,14.81493,15.01224,15.10518,14.94371,14.92139
"Q7L014",15.95833,15.79499,15.94353,15.82357,16.08748,16.19174,15.81069,16.0025,15.78125,15.77405,15.78241,15.82821
"Q9NR12",18.56793,18.35891,18.74207,18.515,18.58777,18.17831,18.76307,18.56379,18.68364,18.61948,18.72254,18.56833
"Q9NTJ3",15.6635,15.57138,15.96668,15.54778,16.42708,16.55815,16.61192,16.33581,16.02534,15.96608,16.15972,16.05529
"Q9NZB2",15.94062,15.99953,16.32985,15.7681,15.46396,15.68085,15.95214,15.42289,15.94681,15.90415,16.24486,16.27234
"Q9UBG0",15.90093,15.82052,15.57755,15.97323,15.04842,14.93145,14.94355,14.86515,15.38832,14.89237,15.10353,15.21185
"Q9Y266",16.28562,16.40349,16.15801,16.50417,16.44092,16.42956,16.36952,16.74916,16.31674,16.35244,16.03072,15.97809
"Q9Y5S2",15.24846,15.11854,15.59526,15.15193,14.92664,15.05385,15.25903,14.84687,15.42524,15.2146,15.49967,15.64549
"A0A0J9YVP6",16.5579,16.69414,16.71488,16.68396,16.64274,16.5991,16.75582,16.72873,16.6015,16.78878,16.7384,16.57735
"O00232",16.3163,15.9155,16.54799,16.01865,16.76612,16.78525,16.63542,16.38987,16.49689,16.40854,16.72266,16.61189
"O60841",15.98755,15.64016,16.02822,15.768,16.41216,16.44677,16.23213,16.28425,15.98203,15.83191,15.94338,16.1219
"O75955",16.23733,16.28631,16.26462,16.20255,16.32424,16.40578,16.37059,16.21258,16.30776,16.44661,16.30687,16.46796
"P14923",15.40201,14.8767,15.62987,15.01073,15.08697,15.16409,15.43282,15.07463,14.98429,14.9752,15.12941,15.15061
"P17813",18.31232,16.87504,18.33222,18.10449,18.49596,17.53648,18.20841,18.3331,18.42698,18.15937,18.30237,18.622
"P17858",16.48422,16.25373,16.84124,16.20062,16.21299,16.11784,16.44321,15.91402,16.60439,16.34209,16.86886,16.86692
"P18669",20.04494,19.95078,19.49616,20.0131,20.04143,20.10521,19.87908,20.22345,19.84333,19.91404,19.70241,19.56512
"P22234",17.42985,17.41812,17.71623,17.23363,18.42616,18.5078,18.41578,18.27936,17.59033,17.7362,17.78679,17.72585
"P22307",16.61408,16.93086,16.22602,16.80691,16.3074,16.62892,16.1823,16.59177,16.54345,16.61137,16.34454,16.47612
"P28838",17.18402,16.98178,16.89573,17.17849,16.8878,17.04257,16.78513,16.90756,17.10793,16.99986,16.87024,16.81096
"P34897",17.28949,17.41118,17.05422,17.19006,17.28021,17.3325,17.25218,17.25446,17.55206,17.48684,17.50019,17.28689
"P35555",14.43991,15.03352,14.2905,14.94051,13.3121251658244,13.43431,13.09442,13.71878,14.13995,13.86652,13.82727,13.90891
"P36776",16.08083,16.13228,15.96846,15.8832,15.36902,15.44181,15.59746,15.45489,16.01612,16.17002,16.00044,16.05182
"P36871",15.29115,15.67221,15.24215,15.31953,14.24539,14.70598,14.63454,14.49209,14.66245,14.88941,14.61419,14.89208
"P40222",16.08708,16.00998,15.72772,16.31367,16.01426,16.03217,15.87643,16.26509,15.9658,16.0226,15.70647,15.70678
"P43686",17.11687,16.97977,16.78081,17.40999,17.02144,17.19676,16.90656,17.21284,17.19594,17.24303,17.01447,17.01321
"P46777",22.33765,22.44309,22.44874,22.51735,22.59806,22.39559,22.59208,22.71677,22.12629,22.475,22.31464,22.58994
"P49589",16.81751,16.7722,16.86695,16.58237,16.85192,16.96058,16.90986,16.69224,16.81746,16.72626,16.78045,16.96362
"P50453",17.44641,16.97481,17.54927,17.15108,17.10425,17.1881,17.34544,17.09559,17.60189,17.40591,17.66558,17.70683
"P52789",15.21158,14.72447,15.43011,14.83354,14.74293,14.86008,15.05071,14.66913,14.91215,15.01254,15.11852,15.19801
"P54920",17.13833,17.14842,16.8826,17.00784,16.884,16.93065,16.91376,16.93289,17.00425,16.99845,16.90138,16.81029
"P55268",15.2066,15.37485,15.03255,15.39992,15.25925,14.73626,15.08478,15.08051,15.04432,14.70422,14.72259,14.93316
"P62333",17.4101,17.50822,17.09638,17.5385,17.46908,17.52587,17.36419,17.59474,17.46104,17.43581,17.27046,17.12572
"Q12797",16.22644,16.42458,16.11788,16.15906,16.1769,16.00772,16.08607,16.0421,16.06084,15.66109,15.98842,16.02214
"Q12888",15.8049,15.66771,15.68671,15.78058,15.45488,15.83145,15.58254,15.63691,15.52492,15.72299,15.3747,15.47791
"Q13045",15.8668,15.72616,16.01666,15.64291,15.65922,15.5344,16.01201,15.60701,15.98664,15.81998,16.08296,16.31319
"Q14554",16.46099,16.43625,16.16608,16.4497,16.04699,16.03492,16.02876,15.93692,16.33557,16.15079,16.09011,16.09488
"Q16543",18.46017,18.15736,18.21472,18.477,18.3961,18.46791,18.31666,18.49336,18.37821,18.2036,18.13803,18.25875
"Q16851",16.76423,16.75908,16.42471,16.96238,16.68903,16.74576,16.50964,16.6256,16.75361,16.44213,16.50853,16.51748
"Q86W92",15.68423,15.62804,15.1625,15.76073,15.58213,15.8414,15.54985,15.63071,15.54767,15.48396,15.52913,15.33966
"Q8WUP2",17.14419,17.20828,17.49901,17.68763,17.26224,17.1755,17.5673,17.5656,17.79475,18.08031,17.68807,17.61365
"Q92626",16.25979,15.59599,16.17351,16.00405,16.19271,16.02217,16.44808,16.26309,16.03045,15.74072,16.06371,16.19541
"Q93052",16.17666,16.54793,16.22035,16.56944,15.33137,15.4037,15.76575,15.69931,16.08653,16.2641,15.91612,15.85487
"Q96G03",15.19925,15.13453,15.19068,14.99727,15.05543,15.17611,15.18273,15.0942,15.18105,15.16995,15.13442,15.31076
"Q99615",15.87258,15.93326,15.73344,16.10469,16.38158,16.37971,16.30976,16.50266,16.14053,16.15776,15.92316,15.93279
"Q9H4A4",16.73758,16.61519,17.00979,16.58833,16.33892,16.29381,16.68971,16.25248,16.68348,16.55963,16.85539,17.02766
"A0A096LP25",15.84043,16.02383,16.08908,15.87434,14.86803,15.25008,15.37014,14.98105,16.05742,16.00256,16.00416,16.11715
"A0A669KAX4",13.99814,14.19736,14.36523,13.88383,14.34456,14.38566,14.51775,14.22341,14.15038,14.0442,14.31877,14.55896
"C9J6P4",16.29499,16.20978,16.42071,16.2403,16.35063,16.33797,16.55499,16.30028,16.37565,16.24055,16.37073,16.29969
"O43491",15.13832,15.61663,15.04928,15.38723,15.16982,15.17061,15.17742,15.33448,14.94382,14.96422,14.6886,14.79824
"O60763",16.52593,16.30966,16.76694,16.34781,16.25311,16.27175,16.52913,16.06545,16.42358,16.27424,16.67585,16.72714
"O94875",16.50727,17.22763,16.14595,16.72156,16.46459,16.07956,16.53541,16.6286,16.64115,16.43184,16.36162,16.47685
"O95347",14.20728,14.46506,14.66581,14.18183,15.34859,15.37312,15.46421,15.22729,14.82137,14.76393,14.78146,14.66104
"O95425",15.56294,15.20093,15.68821,15.22466,14.83779,15.20456,15.28622,14.91235,15.34669,15.09533,15.1749,15.31885
"P00367",17.74432,18.21846,17.43725,17.83653,17.29209,17.46165,17.28105,17.37519,17.5536,17.75026,17.33482,17.50417
"P04899",17.86579,17.42595,18.05121,17.53133,17.92265,17.9168,17.94409,17.74429,17.62211,17.63571,17.83768,17.84541
"P05455",17.4426,17.62982,17.00539,17.54454,17.61614,17.5973,17.30104,17.54086,17.50509,17.58194,17.41297,17.10937
"P09960",16.90765,16.84334,17.0015,16.67838,16.18564,16.60048,16.42464,16.19826,16.90734,16.79459,16.95067,17.07854
"P14314",18.9342,19.11412,18.64936,19.23131,18.29876,18.1923,18.28012,18.69238,18.63397,18.62298,18.29613,18.43919
"P21399",15.54685,15.77361,15.81525,15.79648,15.27577,15.08723,15.53144,15.23207,16.23371,16.11757,16.24104,16.38817
"P21589",16.95552,17.01906,16.82629,16.98175,16.79109,16.72409,16.69266,16.81028,16.49975,16.24591,16.32725,16.47464
"P31040",16.00817,16.22086,15.7771,16.1822,15.88641,16.09828,15.95094,15.95859,15.72533,15.94577,15.65142,15.71498
"P35998",17.94094,17.94355,17.66199,17.97405,18.15086,18.23453,18.01768,18.16149,18.13857,18.03949,17.91753,18.00025
"P39023",16.8117,17.06199,17.33852,17.19802,17.38194,17.11115,17.14174,17.24013,16.33776,17.26189,16.88688,17.49927
"P40763",16.09327,15.90603,16.46511,15.83936,15.41992,15.64184,15.90875,15.5119,15.89825,15.90648,16.09299,16.29914
"P42765",15.93177,16.09326,15.59603,16.15527,15.46898,15.74793,15.34983,15.62768,15.61241,15.69507,15.41838,15.50612
"P48147",16.54166,16.13657,16.53436,16.29939,16.39001,16.73612,16.57103,16.382,16.57761,16.42731,16.7342,16.78661
"P49411",18.18145,18.25017,17.71025,18.26107,18.02043,18.10164,17.85967,18.07151,18.23311,18.34774,17.90415,18.05096
"P49736",15.21804,15.10225,15.60191,15.26286,15.94592,15.95828,15.98298,15.99878,15.50589,15.56203,15.78126,15.69925
"P55265",15.50592,15.37668,15.71598,15.44361,15.75757,15.98442,15.89887,15.64352,15.75129,15.77918,15.83761,15.83947
"Q04446",16.77699,16.96965,16.85145,16.54263,16.63047,16.64907,16.92954,16.50236,16.77263,17.00773,17.02096,17.22719
"Q5GLZ8",14.96921,15.35993,15.29705,14.99282,14.11369,14.60874,14.75311,14.6167,14.62996,14.81157,14.70762,15.07288
"Q8N1F7",17.30216,17.2006,17.72991,17.00538,17.07594,17.15432,17.42916,17.08966,17.20836,17.2818,17.46432,17.565
"Q92878",15.39957,15.49954,15.3112,15.21548,15.40398,15.75296,15.33984,15.40525,15.41852,15.48521,15.37373,15.33352
"Q96AE4",17.71744,18.23655,17.9043,18.31442,17.83055,17.81056,17.97226,18.19891,17.86841,18.15904,17.80646,17.6923
"Q99536",19.03235,18.88144,18.97582,18.97193,18.79468,18.67649,18.80374,18.62716,18.93707,18.67257,18.881,19.02419
"Q99798",17.74243,17.75208,17.40934,17.84134,17.35728,17.58469,17.43195,17.44641,17.80992,17.75182,17.68419,17.56804
"Q9H2D6",15.88462,15.84876,15.60292,16.08687,15.35254,15.4121,15.30332,15.54726,15.73355,15.77137,15.50785,15.54576
"Q9UQ80",17.37095,17.32678,17.1878,17.41803,17.71938,17.90581,17.64941,17.87645,17.45166,17.65587,17.29905,17.41306
"Q9Y5B9",16.53074,16.41963,16.92696,16.28366,17.14888,16.88743,16.99758,16.83549,16.57909,16.26299,16.7971,16.78344
"Q9Y6N5",17.02171,17.67221,16.86785,17.21512,16.14872,16.68302,16.28833,15.89143,16.90898,17.21543,17.05218,16.93801
"A0A0A0MSY4",16.70409,16.12052,16.49661,16.35569,16.24418,16.41199,16.37227,15.87297,16.80083,16.10112,16.47532,16.53461
"B1AK88",18.2178,18.09029,17.97919,18.19071,17.98641,18.05341,17.92225,18.11042,18.08403,18.09126,17.88617,17.79564
"E7EN19",20.08153,19.75164,20.22956,19.9024,20.413,20.58033,20.36524,20.23882,20.05805,19.79642,20.12058,20.17225
"F5H6I7",17.06912,17.15492,17.18282,16.79936,16.63498,17.05081,16.82602,16.52691,16.77184,17.02889,17.14542,17.28809
"A0A7P0T8Z7",15.85846,16.06792,15.50346,15.96303,15.48616,15.6782,15.50817,15.60256,15.58225,15.81142,15.4333,15.61603
"A0AVT1",15.66088,15.38929,15.67973,15.3633,15.32228,15.16912,15.55458,15.31715,15.54721,15.40861,15.54341,15.81137
"O00231",20.10375,19.87569,20.08368,20.04539,20.33394,20.38242,20.28777,20.1886,20.37052,20.13182,20.27912,20.12446
"O94925",16.85316,16.87024,16.65137,16.82029,16.72176,16.58267,16.69525,16.55787,16.71914,16.93683,16.7576,16.87441
"P08473",14.98813,14.88684,14.30695,15.30878,12.58628,13.19937,13.59147,13.6011131702495,13.22183,13.0675,13.02757,12.50609
"P23396",17.24724,17.19042,17.57925,17.14608,18.15893,17.89661,18.26233,17.95763,17.54412,17.80745,18.10226,17.79741
"P35237",18.69265,18.52326,18.45211,18.59596,18.09287,18.35208,18.04655,18.0415,18.62373,18.5518,18.59579,18.73447
"P55084",16.58965,16.93037,16.29348,16.71102,16.34058,16.50195,16.29841,16.05444,16.86962,16.97373,16.66304,16.51526
"P62191",16.90006,16.83023,16.62359,16.96874,17.09824,16.97254,17.0169,17.28488,17.11897,16.90276,16.98768,16.75205
"P68366",21.04015,20.94388,21.19962,21.01449,21.12758,21.14881,21.08378,21.14724,20.51096,20.68058,20.54778,20.65641
"Q13423",16.1786,16.35144,16.43117,15.96723,15.35387,15.34325,15.59975,15.28966,16.31372,16.01432,16.45021,16.48912
"Q3SY69",17.04825,17.48169,17.67763,17.21008,16.57058,16.05592,16.38064,16.4279209441439,16.28737,16.73757,16.16415,16.89653
"Q8N8S7",16.0095,16.42682,15.98559,16.53862,15.45409,15.56713,15.62595,15.51381,15.50672,15.7973,15.5734,15.29127
"Q8NBS9",20.53777,19.72845,20.26992,20.62978,19.99525,19.80407,20.15536,20.31544,20.68416,20.4174,20.4104,20.50367
"Q8NEU8",14.63714,15.62872,14.12009,14.65936,13.66056,13.84362,13.87994,13.99192,13.71125,13.92993,14.06524,14.19836
"Q92945",17.84447,18.43267,18.01783,18.41973,17.59918,17.52846,17.83569,17.85354,18.00182,18.19146,17.91442,17.76186
"Q96QK1",16.17439,15.8222,16.34692,15.74655,15.69002,15.80633,15.99917,15.57273,16.00158,15.7602,16.21277,16.3518
"Q9H3U1",16.2763,16.1907,16.61346,15.99662,16.02144,15.93005,16.31914,15.90241,16.3852,16.42131,16.60766,16.66969
"Q9NSE4",15.52765,15.70601,15.66933,15.36946,14.79011,14.93435,15.08485,14.6203,15.42614,15.51949,15.5959,15.74352
"Q9Y230",17.04641,17.0201,16.83087,17.03348,17.11999,17.2887,17.07007,17.15832,16.97921,17.04796,17.01078,16.91247
"Q9Y263",15.46985,15.24652,15.63386,15.22494,15.10953,15.27631,15.41755,15.15564,15.30217,15.32115,15.5074,15.60219
"O00429",15.8823,15.62146,15.90218,15.70128,15.52017,15.73828,15.84155,15.6866,15.86374,15.79091,15.88353,15.90313
"O14980",16.40755,16.21277,16.84442,15.96365,16.4231,16.59849,16.65572,16.25624,16.50776,16.4845,16.94478,17.11275
"O43390",17.20307,17.79416,17.60146,17.8395,17.61975,18.1717,18.1176,17.62195,17.90636,18.21067,17.9642,17.72309
"O60488",15.57727,15.44328,15.70855,15.40544,16.12734,15.95542,16.39055,16.08259,15.78673,15.69384,15.76274,15.87823
"P05091",17.77095,17.70007,17.57532,17.79038,17.2287,17.41447,17.26932,17.29294,18.01548,17.80076,17.74617,17.88778
"P10586",15.01892,14.788289012334,15.10565,14.83506,15.21786,15.04351,15.42362,15.04664,16.01738,15.66375,15.77202,16.1513
"P18084",14.69688,14.83708,14.43359,14.9457,14.42256,14.30137,14.25141,14.43802,13.59661,13.43853,13.62683,13.90658
"P22626",20.07007,20.16854,19.78468,20.39428,19.94695,20.15069,19.86104,20.12756,20.16228,20.15568,20.00378,19.79267
"P24752",17.27985,17.28458,16.74453,17.45108,17.01892,17.09112,16.91961,17.18646,17.38555,17.16969,17.11061,17.19923
"P28331",16.72752,16.73033,16.47464,16.80605,15.93739,16.17303,16.26746,16.19217,16.47648,16.59057,16.31325,16.44897
"P38606",17.24788,17.30956,16.92646,17.45123,16.24259,16.39711,16.46565,16.31122,17.17171,17.17735,17.00219,17.16671
"P55060",17.58327,17.36808,18.02089,17.23492,17.80761,17.88807,18.0254,17.63328,17.676,17.7056,18.00715,18.11702
"P60174",20.79417,20.89871,20.23542,20.9836,20.43724,20.54277,20.39545,20.6222,20.72316,20.7182,20.49755,20.37951
"P63104",20.43117,20.3684,20.18782,20.4879,20.32418,20.338,20.25055,20.47275,20.30411,20.01932,20.04058,20.12001
"Q01995",19.1306,18.97128,18.76882,19.6312,15.23941,14.96263,15.75318,15.69087,15.97134,16.79719,16.19755,16.0552
"Q02880",15.29186,15.06652,15.43356,15.0011,15.68305,15.77934,15.53612,15.48054,15.35193,15.19945,15.3995,15.45647
"Q13177",16.36546,16.28889,16.143,16.47117,16.39567,16.30061,16.27269,16.56477,16.19638,16.22023,16.05001,16.02955
"Q14192",17.46748,17.57382,17.14741,17.56058,17.04242,17.12422,17.14651,17.33941,17.208,17.56635,16.97345,17.14268
"Q14195",17.63358,17.50894,17.45942,17.79354,17.00521,17.31548,17.175,17.33905,17.16658,17.27435,17.03609,17.04548
"Q14974",17.63694,17.41859,17.90265,17.34695,17.66405,17.6011,17.96204,17.54194,17.71963,17.45977,18.00214,18.10328
"Q16643",17.37819,17.02347,17.19187,17.46208,17.10253,17.28861,17.1552,17.33279,17.12334,17.63442,16.96815,17.27789
"Q16881",17.42313,18.07421,17.223,17.30842,17.72563,17.92446,17.88915,17.73824,18.31454,18.63806,18.35595,18.52642
"Q32P28",17.1378,16.89175,16.92354,17.19023,16.78232,16.52258,16.62771,16.85757,16.69638,16.5549,16.40195,16.49685
"Q99613",16.19864,15.99495,16.47614,15.98746,16.99458,16.11407,16.64241,16.34989,16.26211,15.74752,16.53453,16.47928
"Q9BQS8",14.69479,14.6127,14.49041,14.55405,13.24668,13.49529,13.77739,13.76412,14.23159,14.08289,14.16152,14.41377
"Q9NR30",15.33133,15.27971,15.79232,15.46297,16.30386,16.4878,16.61736,16.43571,15.50206,16.02411,15.56534,15.81215
"Q9NVA2",18.66285,18.7399,18.35978,18.95566,18.43716,18.45408,18.25812,18.49984,18.44047,18.44045,18.25967,18.27681
"Q9UGI8",16.44161,16.13341,16.23716,16.22992,15.78695,16.06197,15.6853,15.82163,16.05744,16.15942,15.98685,15.89518
"Q9ULV4",18.01048,17.99356,17.70279,17.97047,17.83179,17.81797,17.79051,17.88517,17.75948,17.80018,17.64464,17.61237
"A0A0A0MTS7",17.63894,17.51365,17.25043,17.80855,17.35959,17.24707,17.15538,17.45511,17.68788,17.15508,17.36554,17.17545
"F8W6L3",15.57438,15.73391,15.26867,15.77582,15.51418,15.56273,15.4834,15.82956,15.47144,15.52379,15.21356,15.38224
"Q5T6W2",15.43365,16.15715,15.2223688218134,15.6033,14.89891,15.26945,14.99927,15.38654,15.55381,15.32599,15.30938,15.1802451349333
"R4GNH3",17.69757,17.71291,17.1941,17.91301,17.53305,17.76317,17.43685,17.77662,17.65087,17.64433,17.4096,17.48969
"O15031",15.05411,15.2975,14.9817,15.4036,14.7708,14.76647,14.65646,14.81818,14.87435,14.86003,14.84736,14.94469
"O43242",16.69587,16.41524,16.9502,16.29805,16.98118,17.09731,17.0462,16.70788,16.76238,16.68149,17.1084,17.05332
"O43852",18.87423,19.10203,18.46158,19.344,18.32792,18.07858,18.07683,18.50914,18.6689,18.58345,18.27253,18.53899
"O75534",16.36902,16.23444,16.25834,16.45027,16.30285,16.32715,16.39771,16.42039,16.25708,16.30857,16.11058,16.10276
"O94973",15.71991,15.42052,16.11968,15.30768,15.1594,15.28102,15.52808,15.20949,15.56623,15.47255,15.81945,15.97399
"O95573",17.00176,16.57585,17.16404,16.63459,17.10786,17.06246,17.39313,16.87865,17.21194,16.77631,17.23094,17.34381
"P06576",20.0571,20.28164,19.86397,20.29991,19.42915,19.69973,19.58346,19.60655,20.07563,20.19877,19.90716,20.02074
"P06744",18.59815,18.46737,18.73698,18.37404,18.72172,18.90765,18.86175,18.51862,18.79665,18.7381,18.94494,18.91698
"P07384",16.89683,16.6942,17.26889,16.59585,16.45232,16.68362,16.83997,16.32796,16.8872,16.65168,17.18457,17.24998
"P14868",16.55201,16.60723,16.57288,16.43522,16.39936,16.75022,16.36046,16.34028,16.33539,16.54041,16.39579,16.32898
"P17980",14.90469,15.3479404752404,14.56238,15.70303,15.67786,15.93545,15.41984,15.87377,15.65181,15.7085920908583,15.27093,15.15084
"P23381",17.69163,17.41187,17.3508,17.56487,17.69857,17.572,17.6535,17.65964,18.1198,17.87777,17.81832,17.85029
"P35222",17.08644,16.24775,17.21863,16.57631,16.58274,16.48743,16.99264,16.54986,16.93155,16.8686,17.13635,17.25275
"P42166",17.39639,17.6254,17.50578,17.56969,17.93877,18.10043,17.89467,18.05256,17.52363,17.61497,17.40159,17.46215
"P50454",20.16998,19.63973,20.0033,20.16286,19.87904,19.64818,19.70711,19.88895,20.11061,19.71635,19.95243,19.82468
"P56192",17.24555,17.04264,17.36151,16.8812,16.92459,17.04834,17.32112,16.84697,17.41592,17.47826,17.70265,17.71301
"P60842",17.79594,17.56262,17.86025,17.66729,18.10877,18.04306,18.07241,18.01722,17.81079,17.85341,17.96359,17.91109
"P61158",18.99069,18.80571,18.78457,18.95612,18.78716,18.98167,18.88672,18.89132,18.8207,18.94268,18.89013,18.81216
"Q06210",16.23509,16.01923,16.55389,16.15904,16.43604,16.11315,16.66848,16.2491,16.12191,16.00068,16.33699,16.50553
"Q12929",14.95661,16.18687,14.6942,15.33964,13.65601,14.02218,14.00659,13.8892,13.82185,14.28903,13.76621,14.11091
"Q12965",15.05963,14.78503,15.43366,14.94019,14.46228,14.54395,15.14931,14.80825,14.86149,14.81735,15.11296,15.2994
"Q14258",15.78268,15.86925,15.81037,15.59002,15.48598,16.05701,15.62471,15.30275,15.91366,16.01962,15.99902,16.13631
"Q15436",17.4324,17.33243,17.77667,17.25792,16.85501,16.96464,17.32478,16.92397,17.5737,17.46716,17.85176,17.84822
"Q641Q2",15.26467,15.35066,14.81737,15.71965,15.12469,15.10447,14.98357,15.3489,15.27197,14.97853,15.06209,15.1904
"Q9H2G2",15.49695,15.4942,15.327,15.61229,15.45074,15.67918,15.45163,15.51789,15.50672,15.36193,15.33831,15.43367
"Q9H8L6",15.71283,15.25458,15.36239,15.84046,16.93123,16.80868,16.61907,16.88374,16.62586,15.99582,16.08146,16.21441
"Q9Y4I1",17.32893,17.11829,17.77885,17.03811,16.91862,17.14178,17.23356,16.93283,17.56265,17.38935,17.7753,17.89599
"A0A8C8KBL6",16.63095,16.17578,16.2704,16.80364,17.36886,17.01138,17.23468,17.59732,16.5772,16.21801,16.3036,16.45308
"F8W726",16.3723,16.74527,16.36392,16.78214,16.49831,16.57874,16.46218,16.64654,16.59675,16.85049,16.3927,16.26646
"S4R3H4",16.64921,16.81492,16.44777,17.03368,16.65411,16.81133,16.51495,16.81521,16.64447,16.67159,16.37877,16.37148
"O60506",17.4519,17.93369,17.73213,18.10716,18.03966,18.31276,18.33857,17.89638,18.34933,18.40433,18.26005,17.78336
"O60664",18.08181,18.78001,17.63769,18.49066,17.52049,17.38834,17.38452,17.70849,17.70584,17.72246,17.38082,17.55011
"O75923",15.77292,15.06356,16.09969,15.18368,15.10139,15.32489,15.37239,15.07117,15.52826,15.22636,15.56752,15.67819
"P05556",17.94306,17.52527,17.61409,17.92117,18.00524,17.61253,17.54687,18.00107,18.02743,17.40694,17.79007,17.75359
"P11498",15.52647,15.74322,15.3738,15.50502,13.16062,13.46858,14.6647,14.23781,15.36981,15.23586,15.65208,15.21898
