"","CD31p_1","CD31p_2","CD31p_3","CD31p_4","Huv_c_1","Huv_c_2","Huv_c_3","Huv_c_4","Huv_ins_1","Huv_ins_2","Huv_ins_3","Huv_ins_4"
"Q08209",16.03501,15.8725,16.17296,15.79305,15.5574,16.00471,15.65879,15.59603,15.82358,15.73674,15.92301,15.97074
"Q08379",15.26465,15.18717,15.15328,15.48612,15.02613,15.00194,15.07468,15.07207,15.22834,15.28851,15.03642,15.07266
"Q10471",15.71748,15.55122,15.79085,15.52768,15.59575,15.46955,15.68857,15.5664,15.65722,15.32347,15.63,15.71473
"Q13283",18.07678,18.21414,18.11764,18.31268,18.52179,18.23155,18.42801,18.63679,18.29339,18.39247,18.12169,18.00541
"Q13409",16.52998,16.45737,16.17994,16.78329,16.59394,16.55254,16.52112,16.77888,16.59132,16.59348,16.19667,16.49069
"Q14151",17.0125,17.33951,17.01572,17.4431,16.88583,16.93632,16.77391,16.97759,16.94745,16.95958,16.64761,16.70708
"Q15020",15.18189,15.0727,15.36615,14.82125,15.17925,15.36952,15.2797,15.10219,15.13921,14.93339,15.26627,15.30558
"Q15042",15.07985,14.98616,15.344,14.95234,14.74554,14.88664,15.04865,14.74716,15.05073,15.10666,15.22189,15.29365
"Q15181",17.02749,17.23376,16.76849,17.32403,16.91826,17.21484,16.81951,17.27509,17.02067,17.31979,16.67279,16.92219
"Q32MZ4",15.69679,16.12089,15.44961,16.20225,16.01361,15.99445,15.97928,16.26481,15.52223,15.80801,15.29814,15.56363
"Q5JRA6",16.04154,15.96144,15.98301,15.9514,15.68527,15.88818,15.63889,15.70527,15.78099,15.8617,15.92526,15.78937
"Q6PKG0",15.8457,16.05191,15.87393,15.92738,15.99599,16.17557,16.09888,15.99674,16.08459,16.26404,15.97902,16.11024
"Q86VS8",15.52635,15.51532,15.44947,15.52849,15.34008,15.31472,15.41509,15.55791,15.3211,15.40313,15.22292,15.31969
"Q8IUD2",15.9079,16.24996,15.99255,16.24248,15.69105,15.88085,15.58926,15.8804,15.83324,15.98455,15.74476,15.8124
"Q8IWE2",16.6329,16.82065,16.12829,16.87819,16.4209,16.16868,16.23311,16.5385,16.48167,16.3326,16.20454,16.37422
"Q8N1G4",16.16682,16.28056,15.86373,16.21243,15.87743,16.16375,16.01997,16.07082,16.42139,16.30847,16.10046,15.94629
"Q92973",17.07023,16.8288,17.35962,16.59282,16.88034,16.99075,17.19981,16.78792,17.16709,17.14802,17.52639,17.54196
"Q96A33",16.0887,15.70497,16.00352,15.91324,16.23496,15.74248,16.0424,16.14561,16.08167,15.32739,16.04345,15.97234
"Q96AY3",18.41473,18.61262,17.95466,18.56461,17.70828,17.63898,17.46378,17.87876,17.66467,17.38714,17.41793,17.72373
"Q96CX2",18.88806,19.28701,18.47665,18.78904,17.09564,18.28419,16.97263,17.14369,18.9139,19.02306,18.96935,18.81864
"Q96T51",15.08062,15.00062,14.89166,15.0154,14.80247,14.99415,14.68652,14.81752,14.84268,14.96297,14.70796,14.83503
"Q99459",15.56285,15.80901,15.35434,15.93592,15.6227,15.91106,15.59403,15.76901,15.73598,15.89244,15.5124,15.49364
"Q99497",18.15099,18.13391,17.64372,18.1887,17.86123,17.83122,17.70273,18.00706,17.82732,17.85335,17.55347,17.62851
"Q9BT78",15.98751,16.11752,15.83858,16.01985,15.93104,16.12782,15.95738,16.07388,15.87922,16.00856,15.87411,15.84378
"Q9BY44",15.32582,15.4448,15.36188,15.30474,15.82386,15.85888,15.88414,15.65621,15.83448,15.84664,15.69485,15.5812
"Q9NUU7",15.93628,15.69371,15.82388,15.79245,15.90666,16.20588,15.91195,15.93933,15.91064,15.94346,15.88299,16.02741
"Q9UJZ1",17.17715,17.29979,16.64321,17.26596,17.01695,17.25177,16.85158,17.13826,17.21547,17.23446,17.03035,16.94451
"Q9UMS4",16.63573,16.72982,16.55868,16.71954,16.65863,16.61064,16.54318,16.68782,16.62681,16.65171,16.48833,16.6128
"Q9Y2A7",15.52764,15.20714,15.87003,15.10976,15.07331,15.0643,15.37461,15.05981,15.54476,15.3933,15.87736,16.04404
"Q9Y6G9",15.51528,15.52203,15.37206,15.65565,15.74935,15.93109,15.69814,15.91839,15.67435,15.7008,15.53476,15.64251
"Q9Y6M1",16.0532,16.11943,15.86755,16.05971,16.01052,16.15413,16.13851,16.17408,16.30203,16.32196,15.9917,16.10967
"A0A140T913",17.10193,17.1744,17.05435,17.14236,16.70627,16.89483,16.69202,16.77944,16.59158,16.79746,16.38806,16.71158
"B1AHB1",16.29098,16.36285,16.62361,16.29155,16.94741,17.24812,17.39778,17.23369,16.62882,16.89259,16.88233,16.67152
"Q9Y6E0",14.83882,14.68614,14.49576,14.862,14.80207,14.7946,14.74822,14.92374,14.69327,14.611,14.44012,14.60588
"A0A7I2V4B4",15.77723,15.76414,16.21975,15.71076,15.91743,15.7754,16.07052,15.89704,15.68125,15.53638,15.94434,15.92062
"A0A7I2V2H9",17.67219,17.53604,17.84359,17.33202,17.67541,17.86045,17.88289,17.62485,17.74662,17.48332,17.81568,17.92889
"O15144",17.47583,17.15324,17.24909,17.18575,17.44498,17.57927,17.43912,17.39643,17.3651,17.35682,17.36281,17.25431
"O60749",16.98592,17.01291,16.75968,16.8974,16.70816,16.92451,16.64241,16.75761,16.76474,16.75366,16.69383,16.58041
"O75131",15.48534,15.61967,15.57527,15.33597,15.52685,15.74584,15.59396,15.44121,15.46784,15.49346,15.61853,15.71847
"O94855",16.31247,16.24938,16.62086,16.10733,15.47276,15.48872,15.95977,15.67582,16.31096,16.32296,16.57174,16.5952
"O94905",16.59055,16.68123,16.59107,16.6287,16.07442,16.23843,16.08,16.29945,16.24858,16.23771,16.17964,16.23023
"O95202",16.47576,16.52286,16.56401,16.47282,16.61533,16.70218,16.54362,16.49092,16.44972,16.50484,16.46719,16.60149
"O95373",16.12142,15.92375,16.5252,15.90397,16.3241,16.24107,16.58924,16.21183,16.51064,16.24126,16.85144,16.98047
"O95810",19.42332,19.75059,19.20519,19.75739,18.79649,19.52593,18.65214,19.04493,19.71488,19.72618,19.30174,19.43113
"P02461",16.88548,16.99997,16.57989,17.11656,15.3746,15.7745,16.68338,16.46786,16.74532,15.68005,16.61069,16.22837
"P07099",16.25036,16.32599,16.14699,16.2325,15.34167,15.61139,15.26383,15.13595,16.10019,16.09277,16.23502,16.41603
"P08237",15.69582,15.69939,15.86211,15.19835,15.39924,15.76966,15.8172,15.3341,15.72541,15.94487,15.89368,16.06155
"P09525",16.7613,17.07364,16.48905,16.94212,16.16519,16.56113,16.20736,16.27753,16.48,16.58343,16.33008,16.32442
"P17812",16.14751,15.96303,16.308,16.17357,16.58222,16.44483,16.53668,16.48453,16.18316,16.10682,16.10975,16.26769
"P21964",16.34011,15.74344,16.30664,16.61519,16.75131,16.66401,16.46316,16.53712,16.96244,16.46251,16.91952,17.03274
"P23921",16.06454,15.68876,16.14182,15.62413,16.52794,16.75236,16.76339,16.52478,16.24443,16.3105,16.53781,16.33595
"P26641",18.828,18.56864,19.06326,18.45575,18.97906,19.06555,19.05966,18.84083,18.53981,18.62219,18.88723,18.80169
"P28074",17.49182,17.28328,17.27734,17.24735,17.70044,17.63239,17.65946,17.73712,17.62817,17.60796,17.66099,17.46124
"P31943",20.05182,20.11059,19.77951,20.22464,20.20132,20.13388,20.03883,20.3803,19.82295,20.11599,19.68103,19.747
"P31946",18.09931,18.1408,17.92094,18.26681,18.167,18.04587,17.9808,18.28021,18.03151,17.83883,17.83179,17.67501
"P35232",18.03219,18.04563,17.69891,17.99374,18.00808,18.01933,17.90609,18.05156,18.13121,18.14013,17.95013,18.0328
"P35590",15.29839,14.61244,15.53475,15.01428,15.77023,15.67515,15.59813,15.55531,14.88719,14.62003,14.90722,14.98679
"P38919",17.2378,17.02003,17.23957,17.1166,17.37867,17.62542,17.40136,17.27874,17.33797,17.44446,17.34192,17.4119
"P41091",16.52563,16.37807,16.65627,16.34017,17.0121,16.93547,17.04127,16.81889,16.77864,16.66781,16.92815,16.81636
"P43034",16.83984,16.76129,16.61094,16.72127,16.7859,16.62415,16.64992,16.67969,16.74839,16.73623,16.60365,16.76083
"P43304",15.63039,15.71406,15.58312,15.64408,15.03487,15.31227,15.24376,14.92309,15.60723,15.83606,15.72979,15.69121
"P49419",16.02916,16.00557,16.17933,16.24814,15.63037,15.58844,15.84008,15.75418,15.91158,15.6231,15.71116,15.98169
"P49591",16.49068,16.29393,16.43497,16.45031,16.34718,16.24174,16.26113,16.2144,16.57513,16.47081,16.51475,16.69915
"P50579",16.83253,16.81992,16.49126,16.92092,16.01106,16.40123,15.92016,16.23951,16.8361,16.99113,16.64883,16.74946
"P51813",14.5412,14.6132,14.92291,14.37263,14.79591,15.20253,14.80834,14.64603,14.8585,14.84558,14.89254,14.79027
"P54289",15.68118,15.46905,15.4645,15.81526,15.41037,15.39515,15.27368,15.55962,15.6631,15.40499,15.45489,15.59435
"P61160",17.76827,17.52555,17.95647,17.60417,17.74704,17.73718,17.80266,17.53572,17.70828,17.57691,17.95485,17.89519
"P62140",16.52093,16.3887,16.50978,16.15562,16.18002,16.43121,16.23857,16.29058,16.38489,16.2158,16.31284,16.18098
"P62701",17.25357,17.46041,17.64882,17.53316,18.36598,18.2919,18.34262,17.98969,17.57937,18.0243,17.88414,18.39469
"P98082",15.69473,15.73138,15.58894,15.98323,15.64476,15.46304,15.91456,15.89831,15.90198,15.91402,15.63551,15.83787
"Q01469",19.89242,19.34357,19.51748,19.9932,19.64884,19.63255,19.4107,19.79836,19.723,19.36259,19.26155,19.34222
"Q08431",16.6621,16.10766,15.32463,16.12925,14.24706,14.37411,14.42933,14.48278,14.72133,13.83958,13.92112,14.17926
"Q0ZGT2",14.6609,15.57353,14.24611,15.39301,14.20173,13.60983,14.34546,14.50007,13.91826,14.45679,13.82039,13.96245
"Q12905",18.35355,17.97946,18.63088,18.12392,18.83954,18.91378,18.70675,18.53015,18.42735,18.36064,18.57741,18.61373
"Q13501",16.59914,16.78477,15.45634,16.5002,15.45664,15.29548,15.59275,15.73644,17.08337,16.35242,16.18162,16.74652
"Q13596",16.35492,16.54303,16.32291,16.37914,15.93256,16.26141,16.02798,16.17358,16.06183,16.27596,15.97871,16.15833
"Q13617",14.92763,14.6165,15.36823,14.60881,15.02489,15.28972,15.24621,14.81561,14.98194,14.87788,15.34333,15.1628
"Q13619",15.24113,14.95833,15.44069,14.86353,15.1707,15.35954,15.38459,15.01774,15.31691,15.13429,15.66959,15.57701
"Q14566",15.69787,15.99577,16.12286,15.72651,16.42468,16.60785,16.65431,16.51762,15.94408,16.34967,16.12775,16.37218
"Q15084",20.35273,19.94274,20.03622,20.37694,20.08067,19.94456,20.02414,20.24516,20.31656,19.90717,20.06825,19.92325
"Q53EP0",15.13998,14.67089,15.59327,14.94636,14.61597,14.2978,14.99675,14.6547,15.12421,15.06551,15.40645,15.38754
"Q69YQ0",15.4818,15.14969,15.37901,15.60388,15.70988,15.48925,15.57075,15.63458,15.69396,15.67695,15.6043,15.48551
"Q8NC51",16.85539,17.27182,16.84026,17.43415,17.19736,17.61917,17.36703,17.01187,17.40344,17.64605,17.13031,16.80031
"Q92538",14.82734,14.98091,15.47424,14.7787,14.95611,14.9501,15.29338,14.88173,15.24729,15.09478,15.61621,15.51961
"Q96C19",16.5794,16.95119,16.21891,16.87134,16.80511,17.07177,16.75934,17.03087,16.56231,16.5283,16.32696,15.83883
"Q9BXP5",18.35954,18.40512,18.14477,18.52405,18.28151,18.43013,18.16348,18.36442,18.35576,18.33312,18.2168,18.15549
"Q9H0U4",17.94071,17.69865,18.07658,17.83539,18.562,18.1807,18.30153,18.02071,18.04322,17.70337,18.16978,18.3069
"Q9UJU6",17.50869,17.65796,17.21429,17.88203,17.28573,17.26906,17.23429,17.57536,17.36281,17.4377,17.15083,17.28095
"Q9UNF0",18.11605,18.50112,17.80726,18.45282,18.0734,18.03873,17.99182,18.34572,17.92966,18.1406,17.69376,17.82722
"Q9UNF1",16.62441,15.98045,16.60249,16.48418,16.74602,16.33402,16.68251,16.69214,16.68376,16.32622,16.70233,16.55073
"Q9UNM6",17.0585,17.01696,17.23609,17.07198,17.32678,17.29709,17.31923,17.17849,17.23515,17.05538,17.20716,17.22233
"A0A2R8YG42",15.74818,15.48562,15.39467,15.78806,15.70157,15.71656,15.60959,15.79518,15.60092,15.46165,15.29596,15.44679
"A0A804HJ20",16.27102,16.16025,16.47874,16.23987,15.93189,16.22104,16.2525,15.90707,16.60166,16.30583,16.40853,16.65206
"B4DR80",16.18177,16.29242,16.01264,16.28175,16.28299,16.3721,16.1704,16.32298,16.32911,16.13751,16.12908,16.39634
"O15067",15.39133,15.23058,15.59595,15.22135,15.22364,15.11856,15.48427,15.35291,15.43965,15.43065,15.54257,15.51951
"O15143",18.25302,18.01285,18.18136,18.05648,18.32027,18.26324,18.2124,18.10024,18.25687,18.05556,18.24643,18.22762
"O43175",16.10315,16.55358,16.26589,16.15813,16.02361,15.75865,16.21263,16.18178,16.52396,16.17632,16.39515,16.5528
"O43615",17.10319,17.15606,16.98503,17.12342,17.31142,17.19774,17.07941,17.21663,17.35077,17.21789,17.17645,17.04383
"O60264",16.86356,16.68344,17.23263,16.62168,17.11733,17.10174,17.35017,16.98644,16.83092,16.85273,17.13206,17.04297
"O60313",16.2063,16.1762,15.89453,16.33286,16.13254,16.29593,16.14799,16.22756,16.17334,16.22436,16.086,16.10569
"O95817",15.74161,15.95564,15.6492,16.312,15.87441,15.6995,15.80641,16.09817,16.07914,15.98868,15.84262,15.87191
"P09601",15.10339,15.86002,14.74646,14.76563,14.92142,15.64464,15.03438,14.79822,15.46761,15.39622,15.31531,15.32268
"P13861",18.19492,18.04084,17.8013,18.22141,17.94014,18.07809,17.85946,18.05347,18.0899,17.92845,17.88484,17.94134
"P15170",17.54356,17.6148,17.3623,17.67069,17.82202,17.83614,17.65334,17.77836,17.76612,17.70944,17.81254,17.5997
"P20908",16.73241,16.51359,16.83871,17.21649,16.36446,15.9798,16.5634,16.7622,16.4606,15.84508,16.25769,16.00046
"P23526",17.02729,16.82425,17.15559,16.90837,17.39492,17.20597,17.36475,17.24373,17.08722,16.91615,17.10865,17.18508
"P29279",16.26381,16.21389,16.20197,16.39353,17.36573,16.98594,17.49668,17.44016,16.47208,16.97621,16.1733,16.49364
"P35658",15.01188,15.05077,15.14351,15.04408,14.80823,14.79474,14.95423,14.81788,15.26683,15.22367,15.32493,15.44163
"P40926",18.89721,19.18543,18.58033,19.03591,18.73039,18.54423,18.73331,18.76011,18.95343,19.00054,18.80382,18.8167
"P43490",17.13289,16.85261,17.00668,16.9145,17.19637,17.64252,17.04259,17.15588,17.1965,17.18918,17.087,16.99441
"P48449",15.50357,15.56089,15.71048,15.18452,15.20897,15.22637,15.53273,15.23328,15.62022,15.56724,15.55929,15.96544
"P49189",16.30918,16.51159,16.17004,16.2218,15.45318,15.77719,15.86618,15.69616,15.98842,16.06412,15.97271,16.01921
"P51610",18.44433,18.68999,18.61553,18.7021,18.5221,18.66652,18.86008,18.64738,18.92067,18.88259,18.87977,18.67207
"P52907",19.66626,19.74168,19.44833,19.91867,19.45361,19.34713,19.37137,19.63849,19.36723,19.42627,19.21355,19.24504
"P61221",15.6625,15.40664,15.93613,15.45028,16.16101,16.1652,16.28007,15.92842,15.73168,15.61863,15.87364,15.95219
"P61981",19.45652,19.22201,19.19194,19.44653,19.36808,19.12353,19.21704,19.40401,19.31915,19.3009,19.08241,19.10683
"P62136",18.44251,18.2981,18.44743,18.3072,18.65067,18.63311,18.50258,18.46173,18.47726,18.27366,18.53508,18.4409
"P62917",15.92749,16.40457,16.81071,16.70403,17.17452,16.25591,16.67436,16.4217,15.61817,16.72826,16.29581,16.97858
"P78344",15.87376,15.66086,16.17958,15.59646,16.26516,16.35171,16.47549,16.13772,15.92311,15.70226,16.39542,16.26996
"P80303",16.48297,16.64531,16.04517,16.88829,16.10481,16.19252,16.1354,16.44262,16.54476,16.32074,16.14333,16.14924
"Q06124",16.3311,16.18775,16.18252,16.28822,16.25738,16.28734,16.23227,16.25584,16.30429,16.19497,16.11446,16.26876
"Q07960",17.05207,17.15919,16.88711,17.05654,16.79376,16.90726,16.75642,16.54548,16.84143,16.70144,16.78121,17.01681
"Q08J23",16.55807,16.65565,16.42944,16.65433,16.34699,16.58463,16.42814,16.52499,16.445,16.75372,16.32358,16.40529
"Q12931",16.58955,16.46726,16.51839,16.40708,16.54568,16.73418,16.63941,16.52809,16.65269,16.73892,16.7145,16.55851
"Q14103",18.87091,19.09744,18.62201,19.14747,18.99894,19.4031,18.95134,18.83646,19.16117,19.26219,18.92121,18.65488
"Q14571",14.09118,14.23604,14.7812,13.87195,13.79397,14.01094,14.04113,13.54864,14.1482,14.26543,14.70146,14.58431
"Q14847",18.16348,18.5641,17.97399,18.5486,18.00051,17.90095,18.01115,18.30521,18.0299,18.20052,17.71834,17.75679
"Q16222",15.76251,16.31735,15.59663,15.90405,16.28792,16.16158,16.35349,16.27247,15.51757,15.91494,15.69211,15.67084
"Q6NZI2",19.49157,19.84671,19.1659,19.65639,19.17399,19.50196,19.062,19.30171,19.31457,19.54385,18.92691,19.12123
"Q8N392",16.28547,15.74148,16.44829,16.06449,17.26115,16.71932,17.10774,17.01176,16.24978,16.1269,16.30003,16.38925
"Q8ND71",15.31793,14.81916,15.53733,15.14185,15.19858,15.8493,15.21963,15.16556,15.16118,14.834,15.17843,15.05128
"Q8NE71",15.16168,15.18931,15.07183,15.08585,15.41479,15.42143,15.24673,15.16347,15.26585,15.227,14.99889,15.16179
"Q96AG4",18.62105,18.56566,18.76188,18.69051,19.34101,19.10908,19.24776,19.13305,19.03296,18.76554,19.0431,19.20423
"Q96D15",18.52011,18.56182,18.00446,18.97384,17.90122,17.44927,17.76398,18.17655,18.13586,17.54582,17.7801,17.99182
"Q96PK6",16.07621,16.68469,16.24279,16.43459,16.17303,16.3232,16.27372,16.32793,16.29649,16.40706,16.11952,15.96351
"Q96TA1",16.18777,16.35806,16.08873,16.2607,15.99694,15.942,16.34998,16.16067,16.42039,15.84733,16.36877,16.37687
"Q9NY33",16.37431,16.32888,16.40165,16.29584,15.64516,15.91343,16.10295,15.86333,16.21386,16.31921,16.33153,16.61593
"Q9P258",17.22899,17.03703,17.20648,17.13479,17.48978,17.67282,17.50958,17.62109,16.93775,17.18455,17.02819,17.00152
"Q9UHB9",16.67297,16.55106,16.92216,16.42341,17.05979,17.13799,17.01324,16.86805,16.721,16.82503,16.75276,17.05869
"Q9UKK3",15.52213,15.70245,15.62955,15.40617,14.82722,15.10096,14.83637,14.92236,15.41866,15.4092,15.47861,15.84033
"Q9UNH7",18.65612,18.58078,18.12071,18.74587,18.37372,18.66366,18.29539,18.49487,18.60655,18.43141,18.45368,18.13309
"Q9Y3F4",17.15272,17.16718,16.89572,17.38818,17.18956,17.27656,17.13671,17.4495,17.07593,17.21942,16.98052,16.88791
"A0A6Q8PHK0",15.16556,15.10205,15.66191,15.19493,15.2088,15.59375,15.56718,15.28412,15.27492,15.23265,15.4425,15.65135
"O00151",17.12368,17.44774,16.86298,17.48265,16.72265,17.32426,16.60786,17.06378,16.92829,17.49042,16.6083,16.61811
"O00203",15.60886,15.3409,16.05644,15.31546,16.10103,15.28489,15.84317,15.67768,15.73817,15.05257,15.90502,15.92383
"O00425",17.53617,17.82293,17.62905,17.81198,17.79492,18.01957,17.92879,17.83437,18.0786,18.21689,17.88077,17.82311
"O00567",15.04106,15.3156,15.63304,15.00662,15.65496,15.60203,15.57847,15.42203,15.17531,15.13456,15.38585,15.46654
"P04181",16.78696,16.7485,16.48085,16.9022,17.20302,16.94381,17.08977,17.05097,17.2377,17.31382,17.22147,17.09235
"P04844",17.48261,17.16872,17.78037,17.26221,17.12714,17.03981,17.30331,16.92615,17.7194,17.33202,17.87398,18.02556
"P05141",18.79917,18.64529,19.03483,18.46827,19.08951,19.05327,19.15272,18.82441,18.828,18.79606,19.17158,19.1862
"P08648",18.78028,18.29157,18.55433,18.95144,18.60867,18.31585,18.33572,18.60207,18.76264,18.56747,18.42614,18.75714
"P20020",14.97846,15.01152,15.2753,15.01428,13.89092,14.19417,14.48536,13.73772,14.78283,14.43796,14.86807,14.96937
"P21796",18.80904,18.6179,18.39789,18.80272,18.36255,18.58981,18.4225,18.5144,18.51898,18.63838,18.38736,18.35269
"P23284",18.71765,18.52502,18.39646,18.2302,18.92315,18.65801,18.78979,18.84131,18.82312,18.74202,18.71728,18.31147
"P26599",17.76783,17.88475,17.96356,17.91296,18.4698,18.37072,18.50171,18.22532,18.32254,18.3178,18.25444,18.15322
"P30520",17.62567,17.19259,17.59278,17.67133,18.06113,17.79705,17.97007,18.09504,18.12571,17.6313,17.95016,18.04208
"P40227",18.62435,18.2839,18.46723,18.53759,18.90069,18.953,18.80774,18.81616,18.73664,18.68214,18.69949,18.60512
"P52209",17.60201,17.40723,17.91613,17.28031,17.78594,17.76807,18.01744,17.55901,17.74403,17.84282,17.96346,18.18689
"P52948",15.0775,15.29557,15.26108,15.2344,15.03152,15.16478,15.16338,15.09307,15.03112,15.20145,15.04469,15.17893
"P53992",15.65524,15.73405,16.16283,15.57172,15.37158,15.16553,15.64644,15.28335,15.76738,15.82401,16.16793,16.23234
"P54578",16.94944,16.84209,16.71725,16.94169,17.2003,17.28233,17.12954,17.25264,16.89719,16.94911,16.83291,16.93577
"P61247",18.59049,18.6014,18.52669,18.74681,18.83185,18.89719,19.00156,18.8803,18.58448,18.89621,18.70654,18.70158
"Q07955",18.40465,18.62802,18.07169,18.7338,18.11779,18.26497,17.91229,18.40153,18.13841,18.29688,17.86071,18.06938
"Q13561",17.73751,17.72547,17.22195,18.04409,17.65646,17.53358,17.45354,17.79018,17.69215,17.5602,17.43777,17.30612
"Q14240",19.51093,19.10494,19.65027,19.485,19.47036,19.36999,19.61107,19.39394,19.63065,19.58507,19.62394,19.76625
"Q14254",16.41811,16.27036,16.53538,16.11239,16.21089,16.53781,16.42875,16.17061,16.64911,16.42926,16.8189,16.79167
"Q15008",16.5581,16.269,16.79178,16.28086,16.74561,17.00593,16.78419,16.5818,16.62691,16.48352,16.85297,16.98595
"Q15019",18.22875,18.24543,17.82625,18.36791,18.0507,18.10353,17.85084,18.1318,18.05201,18.03323,17.94315,17.80846
"Q15293",19.3062,18.90286,19.0342,19.60095,18.48014,18.6144,18.45861,18.8941,19.26115,18.98298,18.8587,19.05644
"Q1KMD3",17.19946,17.56399,17.05164,17.55197,16.90927,17.06565,16.84604,17.11055,16.99107,17.27013,16.72995,16.91851
"Q63ZY3",15.76223,16.68606,15.39826,16.13894,15.67733,15.36162,15.32012,15.67084,15.177,15.1608,15.18602,15.68853
"Q86UU1",16.27199,16.43521,16.08475,16.4236,15.76263,15.5907,16.02626,15.91083,15.92653,15.82836,15.72011,15.95199
"Q92743",13.90812,13.43553,13.80215,14.04004,16.18592,15.79164,16.14126,16.24224,13.31256,13.29191,13.02862,13.7511
"Q96CV9",15.30196,15.48817,14.8491,15.48425,14.84062,14.8801,14.97476,14.99203,15.16943,15.07596,14.84322,14.96171
"Q96KP4",16.52315,16.43689,16.39359,16.54599,16.54164,16.5181,16.4203,16.57271,16.50275,16.40571,16.32555,16.45986
"Q9BQG0",14.44349,14.61991,15.1167,14.41838,15.11741,14.92468,15.14744,14.90117,14.62073,14.80956,15.06744,15.11813
"Q9H845",15.45251,15.36096,15.52365,15.17062,15.22883,15.21165,15.38211,15.0936,15.47988,15.26048,15.59042,15.55061
"Q9HB71",16.76054,16.7388,16.45152,16.79115,17.28905,17.38387,17.10881,17.44383,16.92559,16.88834,16.76866,16.60692
"Q9NUV9",16.3424,15.76253,16.568,15.9496,16.49165,17.07924,16.41458,16.36096,16.21489,16.0093,16.19968,15.97766
"Q9NZI8",16.69407,16.74603,16.69056,16.98696,17.17749,17.08928,17.07731,16.95409,17.23851,17.2504,17.03283,17.07645
"Q9Y2W1",16.14113,16.28719,15.91283,16.392,15.90786,16.0985,15.63633,16.05322,16.06848,16.1092,15.7104,15.67995
"Q9Y3I0",17.031,17.00444,16.71509,17.04109,16.87139,17.03289,16.88511,17.04069,17.09159,17.13988,16.83065,16.73186
"Q9Y520",16.29977,16.73451,16.4212,16.90088,15.76012,16.3852,16.53858,16.06166,16.59414,16.78907,16.46759,16.51524
"Q9Y696",18.25469,18.03817,18.05184,18.36742,18.23336,18.1846,18.18121,18.36785,17.99162,17.90351,17.93372,17.78319
"H3BND4",15.71174,15.26365,15.72033,15.58756,14.83301,14.86961,15.05663,14.86175,15.52417,15.50925,15.48405,15.70455
"O00291",15.09659,15.29856,15.29107,15.09591,14.62885,14.56474,14.44744,14.30751,14.7632,14.67868,14.87291,14.89022
"O43290",15.26435,15.70303,15.1545,15.69267,15.18016,15.43214,15.11749,15.38293,15.24952,15.50874,15.0353,14.94321
"O43776",17.026,16.86862,17.11973,16.71698,17.04072,17.16962,17.02059,16.90116,17.05669,16.95516,17.12757,17.23932
"O60568",16.3939,15.94671,16.30474,16.30877,15.96419,15.75709,15.96329,16.03151,16.22258,15.70395,16.10274,16.19877
"O75146",15.88276,15.26355,16.10004,15.42381,15.1626,15.1829,15.57174,15.18421,15.86494,15.8621,15.98024,16.06183
"P02786",15.83802,15.72509,16.11125,15.53238,16.27307,16.23687,16.30789,16.01673,15.83696,16.0362,15.97599,16.25528
"P07195",18.36615,18.15694,18.40449,18.28764,18.96707,19.02352,18.85748,18.8901,18.55648,18.55587,18.66998,18.7239
"P09429",18.90387,18.88759,18.54911,19.10266,18.84602,19.07333,18.46719,18.9096,18.81132,18.80194,18.56866,18.4696
"P10253",16.86791,16.95694,16.83979,17.09281,15.89708,15.7302,15.97408,16.03514,16.39149,15.99574,16.18467,16.27987
"P14543",15.55878,14.74785,15.16475,15.88665,16.08231,16.18382,16.1228,16.31251,15.4604,14.91264,15.12642,15.23818
"P14866",18.19727,18.35296,18.00051,18.38298,18.2504,18.37289,18.24793,18.4421,18.09035,18.3232,18.01865,17.91618
"P23528",20.9448,21.09504,20.70258,21.33775,20.97939,20.95933,20.91474,21.17334,20.88494,21.00672,20.58473,20.75656
"P23588",16.8426,16.72897,16.4978,16.81899,16.65182,16.7912,16.60355,16.8673,16.58891,16.76938,16.35829,16.35665
"P27824",18.75066,18.44449,18.76033,18.62359,18.63547,18.81691,18.68172,18.72964,18.69305,18.62072,18.57243,18.93801
"P29144",18.43885,18.14941,18.45564,18.21087,17.73246,17.91589,18.16181,17.88158,18.33404,18.16039,18.42827,18.45209
"P33991",16.74605,17.0618,17.19575,17.11101,17.55782,17.56632,17.50094,17.60106,17.31123,17.45536,17.25248,17.37063
"P33993",14.67283,14.72726,15.05913,14.54795,15.53368,15.43937,15.59715,15.49155,14.99403,15.18636,15.18418,15.09327
"P37802",20.43041,20.59782,20.17528,20.62403,20.75646,20.60465,20.74727,21.0323,20.72788,20.43771,20.5961,20.41993
"P43121",17.57508,17.21474,17.68116,17.87731,18.84373,18.30036,18.61738,18.91512,18.27543,18.01617,17.87115,18.29506
"P46060",16.82085,16.5811,16.80917,16.7759,17.13812,16.87417,17.11159,17.17563,16.82029,16.78876,16.8672,16.8634
"P49750",14.84422,15.30913,15.01563,15.31367,14.62188,14.60646,14.94067,14.79028,14.96837,15.14989,14.81765,14.86071
"P62195",17.1555,17.20716,16.92648,17.26931,17.13301,17.25661,17.03257,17.27058,17.05935,17.25333,16.96418,16.86228
"P62258",20.13445,19.96217,19.93966,20.19991,20.0764,20.23816,20.0233,20.25149,20.08126,19.8044,19.87835,19.77876
"P63244",19.04888,19.03388,19.01765,18.98994,18.98618,19.12585,19.04035,19.15395,18.9461,19.14976,18.87733,18.94284
